Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,sales,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager
3/18/2023,North,Chair,11,335.11,Store C,Retail,0,Frank,3686.21,Gift Card,FREESHIP,0,REG101125,Cust 3708,29.95,3/18/2023,3/26/2023,Ryan
1/19/2023,East,Phone,8,277.43,Store D,Wholesale,0,Carlos,2219.44,Online,SAVE10,0,REG101126,Cust 1268,36.38,1/19/2023,1/23/2023,Eric
7/9/2023,West,Desk,6,287.72,Store A,Retail,0.05,Bob,1640.004,Debit Card,WINTER15,0,REG101127,Cust 5600,17.14,7/9/2023,7/14/2023,Wendy
3/16/2025,East,Laptop,14,459.61,Store B,Retail,0.05,Frank,6112.813,Online,,1,REG101128,Cust 2438,43.41,3/16/2025,3/26/2025,Eric
2/8/2025,North,Tablet,10,396.73,Store B,Retail,0.1,Eva,3570.57,Online,FREESHIP,0,REG101129,Cust 4293,18.13,2/8/2025,2/13/2025,Ryan
4/20/2024,South,Printer,20,516.43,Store B,Retail,0,Bob,10328.6,Online,FREESHIP,0,REG101130,Cust 6895,36.23,4/20/2024,4/22/2024,Sophie
6/5/2025,East,Laptop,1,299.66,Store A,Retail,0.1,Diana,269.694,Cash,SAVE10,0,REG101131,Cust 2616,38.94,6/5/2025,6/7/2025,Eric
4/25/2025,South,Chair,12,31.72,Store B,Retail,0,Alice,380.64,Debit Card,SAVE10,0,REG101132,Cust 5362,30.78,4/25/2025,5/3/2025,Sophie
9/6/2023,Central,Phone,17,588.58,Store D,Wholesale,0.05,Diana,9505.567,Debit Card,SAVE10,1,REG101133,Cust 1670,25.31,9/6/2023,9/13/2023,Cameron
9/29/2023,East,Laptop,11,203.15,Store C,Retail,0.1,Eva,2011.185,Online,FREESHIP,0,REG101134,Cust 2254,30.97,9/29/2023,10/2/2023,Eric
5/21/2024,Central,Monitor,18,139.14,Store A,Wholesale,0,Carlos,2504.52,Online,FREESHIP,1,REG101135,Cust 9521,10.56,5/21/2024,5/23/2024,Cameron
4/13/2025,West,Monitor,2,158.99,Store A,Wholesale,0,Bob,317.98,Online,,0,REG101136,Cust 3921,48.32,4/13/2025,4/19/2025,Wendy
11/16/2024,East,Chair,3,387.63,Store A,Wholesale,0,Diana,1162.89,Credit Card,WINTER15,0,REG101137,Cust 7628,30.08,11/16/2024,11/20/2024,Eric
7/20/2024,North,Desk,5,202.12,Store A,Retail,0.1,Diana,909.54,Online,FREESHIP,1,REG101138,Cust 2453,45.61,7/20/2024,7/28/2024,Ryan
5/20/2023,North,Desk,4,334.57,Store C,Retail,0.15,Carlos,1137.538,Gift Card,,0,REG101139,Cust 4210,11.49,5/20/2023,5/27/2023,Ryan
10/22/2023,West,Phone,16,486.71,Store B,Wholesale,0.15,Carlos,6619.256,Online,FREESHIP,1,REG101140,Cust 1951,12.53,10/22/2023,10/26/2023,Wendy
5/18/2025,North,Monitor,2,188.29,Store D,Wholesale,0.15,Bob,320.093,Credit Card,SAVE10,0,REG101141,Cust 9405,32.22,5/18/2025,5/21/2025,Ryan
3/3/2024,South,Laptop,3,260.72,Store B,Wholesale,0.15,Frank,664.836,Online,WINTER15,0,REG101142,Cust 8769,19.41,3/3/2024,3/6/2024,Sophie
7/23/2023,East,Desk,6,358.27,Store B,Retail,0.1,Frank,1934.658,Gift Card,,0,REG101143,Cust 9982,7.34,7/23/2023,8/2/2023,Eric
2/9/2025,North,Desk,13,492.66,Store B,Retail,0.1,Frank,5764.122,Gift Card,FREESHIP,0,REG101144,Cust 4068,46.21,2/9/2025,2/14/2025,Ryan
1/17/2023,South,Chair,3,348.38,Store B,Wholesale,0,Carlos,1045.14,Gift Card,FREESHIP,0,REG101145,Cust 3523,26.25,1/17/2023,1/23/2023,Sophie
9/17/2023,North,Phone,6,437.59,Store D,Wholesale,0.05,Diana,2494.263,Gift Card,WINTER15,1,REG101146,Cust 3377,39.4,9/17/2023,9/26/2023,Ryan
2/15/2025,North,Printer,19,118.09,Store D,Wholesale,0.1,Alice,2019.339,Online,SAVE10,0,REG101147,Cust 3125,10.77,2/15/2025,2/23/2025,Ryan
10/7/2023,West,Tablet,15,188.57,Store C,Wholesale,0.05,Bob,2687.1225,Credit Card,FREESHIP,1,REG101148,Cust 4623,38.61,10/7/2023,10/9/2023,Wendy
8/8/2023,West,Phone,8,200.74,Store A,Wholesale,0,Diana,1605.92,Gift Card,SAVE10,1,REG101149,Cust 4571,30.7,8/8/2023,8/10/2023,Wendy
8/21/2023,East,Laptop,3,142.09,Store C,Wholesale,0.15,Frank,362.3295,Gift Card,WINTER15,0,REG101150,Cust 6453,26.04,8/21/2023,8/27/2023,Eric
7/7/2024,North,Tablet,15,576.12,Store D,Retail,0.1,Alice,7777.62,Online,WINTER15,0,REG101151,Cust 6982,29.31,7/7/2024,7/11/2024,Ryan
1/17/2025,South,Desk,9,96.97,Store D,Retail,0.15,Bob,741.8205,Credit Card,WINTER15,1,REG101152,Cust 6824,30.87,1/17/2025,1/24/2025,Sophie
12/6/2023,North,Tablet,17,218.04,Store D,Wholesale,0.15,Bob,3150.678,Cash,,0,REG101153,Cust 3172,16,12/6/2023,12/16/2023,Ryan
3/1/2023,South,Desk,2,153.33,Store C,Wholesale,0.05,Carlos,291.327,Cash,,0,REG101154,Cust 8146,31.55,3/1/2023,3/4/2023,Sophie
2/11/2025,North,Printer,8,316.12,Store B,Wholesale,0.1,Diana,2276.064,Gift Card,WINTER15,0,REG101155,Cust 3299,6.28,2/11/2025,2/15/2025,Ryan
6/20/2023,Central,Printer,13,153.57,Store B,Wholesale,0.05,Carlos,1896.5895,Gift Card,,0,REG101156,Cust 6476,27.98,6/20/2023,6/25/2023,Cameron
2/29/2024,West,Printer,7,208.31,Store C,Wholesale,0.05,Frank,1385.2615,Online,SAVE10,0,REG101157,Cust 9835,26.57,2/29/2024,3/3/2024,Wendy
6/30/2025,North,Chair,2,160.96,Store C,Wholesale,0.1,Eva,289.728,Gift Card,WINTER15,0,REG101158,Cust 1003,44.97,6/30/2025,7/5/2025,Ryan
8/19/2024,North,Monitor,3,373.77,Store B,Retail,0.1,Eva,1009.179,Cash,WINTER15,1,REG101159,Cust 9705,17.62,8/19/2024,8/25/2024,Ryan
1/15/2024,Central,Printer,20,200.7,Store D,Retail,0.1,Alice,3612.6,Online,FREESHIP,0,REG101160,Cust 3421,29.6,1/15/2024,1/19/2024,Cameron
8/8/2024,Central,Desk,14,115.77,Store B,Wholesale,0.15,Frank,1377.663,Credit Card,SAVE10,1,REG101161,Cust 1690,20.12,8/8/2024,8/11/2024,Cameron
10/5/2024,West,Phone,12,535.41,Store C,Retail,0.1,Frank,5782.428,Gift Card,,0,REG101162,Cust 2507,27.82,10/5/2024,10/7/2024,Wendy
1/13/2024,South,Desk,12,103.59,Store A,Retail,0.1,Frank,1118.772,Debit Card,FREESHIP,0,REG101163,Cust 9880,48.11,1/13/2024,1/21/2024,Sophie
3/29/2023,West,Laptop,18,176.32,Store B,Wholesale,0.05,Diana,3015.072,Debit Card,,0,REG101164,Cust 3972,36.35,3/29/2023,4/4/2023,Wendy
10/19/2023,North,Printer,5,112.44,Store D,Retail,0.1,Bob,505.98,Credit Card,,1,REG101165,Cust 8280,7.46,10/19/2023,10/23/2023,Ryan
10/23/2023,West,Chair,20,19.3,Store C,Wholesale,0,Bob,386,Debit Card,SAVE10,0,REG101166,Cust 4205,47.23,10/23/2023,11/1/2023,Wendy
3/24/2023,South,Phone,9,233.11,Store B,Retail,0.05,Eva,1993.0905,Debit Card,WINTER15,0,REG101167,Cust 2579,31.43,3/24/2023,3/28/2023,Sophie
8/9/2024,West,Printer,17,66.48,Store C,Wholesale,0.15,Eva,960.636,Gift Card,WINTER15,1,REG101168,Cust 7265,10.79,8/9/2024,8/14/2024,Wendy
4/26/2023,South,Laptop,17,504.63,Store A,Wholesale,0.1,Carlos,7720.839,Online,WINTER15,1,REG101169,Cust 1199,48.33,4/26/2023,5/6/2023,Sophie
3/4/2024,West,Tablet,11,97.84,Store B,Retail,0.05,Alice,1022.428,Debit Card,SAVE10,1,REG101170,Cust 2928,45.97,3/4/2024,3/12/2024,Wendy
2/14/2023,East,Tablet,7,468.14,Store A,Retail,0.15,Bob,2785.433,Cash,SAVE10,0,REG101171,Cust 9447,47.56,2/14/2023,2/17/2023,Eric
4/28/2023,West,Tablet,20,476.69,Store B,Wholesale,0.05,Bob,9057.11,Online,WINTER15,0,REG101172,Cust 9095,10.2,4/28/2023,5/3/2023,Wendy
3/3/2024,North,Phone,2,160.73,Store A,Wholesale,0.15,Frank,273.241,Cash,FREESHIP,0,REG101173,Cust 7587,20.18,3/3/2024,3/11/2024,Ryan
9/4/2024,West,Tablet,9,228.98,Store D,Retail,0.15,Frank,1751.697,Online,WINTER15,0,REG101174,Cust 2611,45.79,9/4/2024,9/8/2024,Wendy
12/30/2024,East,Tablet,19,336.5,Store B,Wholesale,0,Alice,6393.5,Online,WINTER15,0,REG101175,Cust 8284,27.43,12/30/2024,1/7/2025,Eric
2/10/2024,East,Printer,18,411.59,Store A,Wholesale,0,Bob,7408.62,Credit Card,WINTER15,0,REG101176,Cust 8154,9.62,2/10/2024,2/16/2024,Eric
9/7/2023,Central,Printer,1,431.49,Store C,Wholesale,0.15,Alice,366.7665,Cash,SAVE10,0,REG101177,Cust 5215,17.53,9/7/2023,9/15/2023,Cameron
8/11/2023,East,Laptop,18,495.39,Store A,Wholesale,0,Carlos,8917.02,Gift Card,SAVE10,0,REG101178,Cust 5309,14.88,8/11/2023,8/15/2023,Eric
3/12/2023,West,Phone,4,149.3,Store A,Wholesale,0.1,Diana,537.48,Debit Card,FREESHIP,0,REG101179,Cust 2016,47.84,3/12/2023,3/16/2023,Wendy
3/29/2023,Central,Desk,18,179.97,Store C,Wholesale,0.1,Eva,2915.514,Cash,SAVE10,0,REG101180,Cust 2676,22.15,3/29/2023,3/31/2023,Cameron
2/17/2025,South,Chair,11,381.14,Store B,Retail,0.05,Frank,3982.913,Gift Card,FREESHIP,0,REG101181,Cust 7529,32.83,2/17/2025,2/27/2025,Sophie
1/7/2024,North,Chair,5,454.62,Store C,Wholesale,0.05,Diana,2159.445,Gift Card,,0,REG101182,Cust 6172,10.19,1/7/2024,1/15/2024,Ryan
1/14/2023,East,Phone,17,226.56,Store A,Wholesale,0.1,Diana,3466.368,Gift Card,WINTER15,1,REG101183,Cust 2527,36.89,1/14/2023,1/20/2023,Eric
1/3/2024,West,Laptop,2,132.91,Store A,Wholesale,0,Bob,265.82,Debit Card,WINTER15,0,REG101184,Cust 1970,7.76,1/3/2024,1/12/2024,Wendy
8/25/2023,South,Desk,2,35.69,Store C,Retail,0,Eva,71.38,Debit Card,FREESHIP,0,REG101185,Cust 9543,39.89,8/25/2023,8/28/2023,Sophie
5/16/2025,North,Desk,6,451.93,Store A,Wholesale,0.15,Eva,2304.843,Cash,WINTER15,1,REG101186,Cust 2957,49.37,5/16/2025,5/25/2025,Ryan
12/30/2023,South,Laptop,7,270.47,Store D,Wholesale,0.05,Diana,1798.6255,Credit Card,WINTER15,1,REG101187,Cust 2852,41.56,12/30/2023,1/3/2024,Sophie
10/6/2024,South,Phone,13,55.46,Store A,Retail,0.05,Bob,684.931,Credit Card,FREESHIP,1,REG101188,Cust 6365,18.01,10/6/2024,10/9/2024,Sophie
3/12/2023,Central,Tablet,17,515.12,Store D,Wholesale,0.15,Bob,7443.484,Credit Card,SAVE10,1,REG101189,Cust 9159,32.74,3/12/2023,3/22/2023,Cameron
4/6/2024,North,Phone,1,256.63,Store D,Wholesale,0,Carlos,256.63,Gift Card,FREESHIP,0,REG101190,Cust 3252,12.97,4/6/2024,4/8/2024,Ryan
1/20/2023,North,Tablet,4,423.99,Store B,Retail,0.05,Frank,1611.162,Online,FREESHIP,0,REG101191,Cust 8679,20.05,1/20/2023,1/25/2023,Ryan
7/8/2024,West,Laptop,15,77.89,Store B,Wholesale,0.05,Diana,1109.9325,Credit Card,,0,REG101192,Cust 5547,20.87,7/8/2024,7/12/2024,Wendy
10/6/2023,North,Phone,12,11.95,Store A,Retail,0.05,Carlos,136.23,Online,,0,REG101193,Cust 9438,26.66,10/6/2023,10/16/2023,Ryan
9/11/2023,East,Desk,7,67.05,Store D,Wholesale,0.1,Carlos,422.415,Cash,FREESHIP,0,REG101194,Cust 9092,36.67,9/11/2023,9/18/2023,Eric
9/14/2023,North,Phone,19,118.15,Store C,Retail,0.15,Frank,1908.1225,Cash,SAVE10,0,REG101195,Cust 7007,12.95,9/14/2023,9/19/2023,Ryan
11/6/2023,North,Printer,16,114.47,Store B,Wholesale,0.15,Carlos,1556.792,Online,,0,REG101196,Cust 3001,43.85,11/6/2023,11/11/2023,Ryan
6/23/2024,North,Monitor,9,36.21,Store C,Wholesale,0.15,Bob,277.0065,Credit Card,FREESHIP,0,REG101197,Cust 5771,6.71,6/23/2024,6/30/2024,Ryan
3/30/2023,West,Printer,10,52.58,Store B,Wholesale,0.1,Eva,473.22,Cash,WINTER15,0,REG101198,Cust 4317,14.01,3/30/2023,4/9/2023,Wendy
10/5/2024,East,Phone,6,272.26,Store A,Retail,0.1,Carlos,1470.204,Debit Card,SAVE10,0,REG101199,Cust 3627,43.67,10/5/2024,10/15/2024,Eric
3/19/2023,Central,Chair,10,124.97,Store D,Retail,0.15,Eva,1062.245,Gift Card,WINTER15,1,REG101200,Cust 4433,40.23,3/19/2023,3/29/2023,Cameron
3/17/2025,North,Phone,9,228.62,Store C,Retail,0.05,Eva,1954.701,Gift Card,SAVE10,0,REG101201,Cust 6231,31.43,3/17/2025,3/21/2025,Ryan
12/18/2024,Central,Laptop,20,282.91,Store A,Wholesale,0.15,Frank,4809.47,Debit Card,FREESHIP,0,REG101202,Cust 8987,8.19,12/18/2024,12/28/2024,Cameron
1/6/2025,West,Tablet,17,129.62,Store D,Retail,0.15,Eva,1873.009,Online,FREESHIP,0,REG101203,Cust 4510,24.28,1/6/2025,1/8/2025,Wendy
1/14/2025,Central,Monitor,6,162.35,Store B,Wholesale,0.05,Eva,925.395,Credit Card,SAVE10,1,REG101204,Cust 7003,19.18,1/14/2025,1/20/2025,Cameron
1/26/2023,South,Printer,14,209.82,Store B,Wholesale,0,Eva,2937.48,Cash,SAVE10,0,REG101205,Cust 6546,36.11,1/26/2023,1/30/2023,Sophie
8/4/2024,North,Laptop,16,293.44,Store D,Wholesale,0.05,Diana,4460.288,Gift Card,SAVE10,0,REG101206,Cust 2951,42.56,8/4/2024,8/14/2024,Ryan
2/13/2024,North,Phone,11,185.52,Store D,Wholesale,0.15,Diana,1734.612,Credit Card,WINTER15,0,REG101207,Cust 4673,38.53,2/13/2024,2/16/2024,Ryan
2/11/2023,Central,Desk,18,268.38,Store D,Wholesale,0.15,Alice,4106.214,Cash,FREESHIP,0,REG101208,Cust 5988,48.38,2/11/2023,2/14/2023,Cameron
6/17/2024,East,Printer,18,547.05,Store C,Wholesale,0.1,Carlos,8862.21,Cash,FREESHIP,0,REG101209,Cust 3922,10.99,6/17/2024,6/22/2024,Eric
6/6/2024,South,Laptop,1,354.21,Store A,Wholesale,0.15,Carlos,301.0785,Online,,0,REG101210,Cust 9853,26.16,6/6/2024,6/12/2024,Sophie
11/26/2023,South,Chair,18,250.93,Store C,Wholesale,0.05,Bob,4290.903,Gift Card,,0,REG101211,Cust 6168,47.67,11/26/2023,12/2/2023,Sophie
4/7/2024,West,Printer,18,587.25,Store C,Wholesale,0.15,Carlos,8984.925,Online,,0,REG101212,Cust 3175,42.15,4/7/2024,4/9/2024,Wendy
2/3/2023,West,Desk,2,438.06,Store B,Retail,0,Frank,876.12,Online,FREESHIP,1,REG101213,Cust 1813,12.9,2/3/2023,2/9/2023,Wendy
11/25/2024,East,Chair,14,6.1,Store C,Wholesale,0.15,Carlos,72.59,Online,FREESHIP,1,REG101214,Cust 7749,10.18,11/25/2024,11/30/2024,Eric
6/30/2024,North,Laptop,2,80.14,Store D,Wholesale,0,Carlos,160.28,Online,FREESHIP,1,REG101215,Cust 3416,13.41,6/30/2024,7/3/2024,Ryan
8/2/2023,South,Laptop,11,66.97,Store A,Retail,0.15,Bob,626.1695,Gift Card,FREESHIP,1,REG101216,Cust 7066,20.35,8/2/2023,8/11/2023,Sophie
2/22/2024,South,Chair,6,181.34,Store A,Wholesale,0,Alice,1088.04,Cash,FREESHIP,0,REG101217,Cust 5180,27.65,2/22/2024,2/27/2024,Sophie
11/29/2024,North,Monitor,15,570,Store D,Wholesale,0.05,Frank,8122.5,Gift Card,,0,REG101218,Cust 6246,7.62,11/29/2024,12/9/2024,Ryan
7/21/2023,North,Monitor,9,587.79,Store D,Wholesale,0.15,Bob,4496.5935,Online,,0,REG101219,Cust 4182,24.64,7/21/2023,7/31/2023,Ryan
4/14/2023,Central,Phone,6,196.31,Store C,Retail,0.1,Carlos,1060.074,Online,WINTER15,0,REG101220,Cust 6843,38.65,4/14/2023,4/17/2023,Cameron
2/1/2023,North,Phone,8,430.06,Store B,Wholesale,0.05,Bob,3268.456,Debit Card,SAVE10,0,REG101221,Cust 6844,38.45,2/1/2023,2/5/2023,Ryan
6/30/2024,East,Monitor,14,429.72,Store A,Retail,0.1,Eva,5414.472,Cash,SAVE10,0,REG101222,Cust 3248,45.78,6/30/2024,7/5/2024,Eric
10/18/2023,Central,Phone,13,127.34,Store D,Wholesale,0,Alice,1655.42,Credit Card,WINTER15,0,REG101223,Cust 5226,6.15,10/18/2023,10/21/2023,Cameron
7/4/2024,East,Monitor,6,421.97,Store B,Wholesale,0.05,Bob,2405.229,Cash,WINTER15,0,REG101224,Cust 9804,41.31,7/4/2024,7/13/2024,Eric
7/4/2024,East,Tablet,5,225.69,Store A,Wholesale,0.15,Carlos,959.1825,Gift Card,WINTER15,0,REG101225,Cust 3990,47.6,7/4/2024,7/12/2024,Eric
7/27/2023,North,Monitor,10,322.11,Store A,Retail,0.15,Diana,2737.935,Debit Card,WINTER15,0,REG101226,Cust 5106,28.72,7/27/2023,8/2/2023,Ryan
3/1/2025,West,Desk,4,209.3,Store B,Retail,0.05,Alice,795.34,Gift Card,,0,REG101227,Cust 3448,6.89,3/1/2025,3/6/2025,Wendy
2/23/2023,Central,Desk,16,326.16,Store C,Wholesale,0.1,Frank,4696.704,Credit Card,,0,REG101228,Cust 1439,44.3,2/23/2023,2/25/2023,Cameron
1/11/2023,East,Monitor,13,515.42,Store D,Retail,0,Bob,6700.46,Online,FREESHIP,0,REG101229,Cust 5342,43.37,1/11/2023,1/20/2023,Eric
4/16/2024,West,Tablet,7,129.83,Store A,Wholesale,0,Carlos,908.81,Gift Card,WINTER15,0,REG101230,Cust 4564,13.12,4/16/2024,4/20/2024,Wendy
3/9/2024,Central,Monitor,17,376.15,Store C,Retail,0.05,Diana,6074.8225,Gift Card,WINTER15,1,REG101231,Cust 6441,31.96,3/9/2024,3/12/2024,Cameron
10/7/2024,South,Chair,8,385.46,Store A,Wholesale,0,Bob,3083.68,Cash,SAVE10,0,REG101232,Cust 7591,8.89,10/7/2024,10/11/2024,Sophie
10/6/2023,West,Printer,2,474.13,Store D,Wholesale,0,Carlos,948.26,Gift Card,FREESHIP,1,REG101233,Cust 9778,14.41,10/6/2023,10/15/2023,Wendy
4/8/2023,West,Monitor,15,506.17,Store B,Wholesale,0.05,Alice,7212.9225,Online,,0,REG101234,Cust 1195,41.73,4/8/2023,4/13/2023,Wendy
2/20/2024,South,Phone,1,67.38,Store D,Retail,0.15,Alice,57.273,Credit Card,WINTER15,0,REG101235,Cust 8126,6.14,2/20/2024,2/27/2024,Sophie
1/30/2023,West,Chair,15,274.3,Store B,Retail,0.15,Frank,3497.325,Credit Card,,0,REG101236,Cust 4609,21.56,1/30/2023,2/8/2023,Wendy
5/12/2023,South,Monitor,2,334.48,Store B,Wholesale,0,Alice,668.96,Debit Card,,0,REG101237,Cust 1449,31.53,5/12/2023,5/20/2023,Sophie
1/8/2024,South,Chair,7,562.6,Store A,Retail,0.15,Eva,3347.47,Online,WINTER15,0,REG101238,Cust 3508,19.95,1/8/2024,1/12/2024,Sophie
6/5/2024,North,Monitor,7,14.34,Store D,Retail,0.05,Alice,95.361,Debit Card,WINTER15,0,REG101239,Cust 4826,19.45,6/5/2024,6/8/2024,Ryan
5/21/2025,East,Phone,11,34.72,Store B,Wholesale,0.1,Diana,343.728,Gift Card,FREESHIP,0,REG101240,Cust 1232,9.31,5/21/2025,5/23/2025,Eric
5/21/2025,East,Chair,7,15.06,Store A,Retail,0,Alice,105.42,Cash,,1,REG101241,Cust 9675,46.57,5/21/2025,5/26/2025,Eric
3/5/2023,East,Printer,11,488.17,Store B,Wholesale,0.05,Bob,5101.3765,Cash,WINTER15,1,REG101242,Cust 5153,37.47,3/5/2023,3/11/2023,Eric
10/27/2024,South,Tablet,10,268.39,Store B,Retail,0.05,Alice,2549.705,Credit Card,SAVE10,0,REG101243,Cust 6330,25.86,10/27/2024,11/2/2024,Sophie
3/24/2025,North,Tablet,5,64.18,Store C,Retail,0.1,Eva,288.81,Gift Card,SAVE10,0,REG101244,Cust 8277,21.17,3/24/2025,3/29/2025,Ryan
9/21/2024,West,Phone,15,466.55,Store A,Retail,0.05,Alice,6648.3375,Cash,SAVE10,1,REG101245,Cust 5884,36.68,9/21/2024,9/27/2024,Wendy
5/18/2025,North,Desk,8,505.34,Store B,Retail,0.05,Bob,3840.584,Debit Card,,0,REG101246,Cust 4061,22.88,5/18/2025,5/27/2025,Ryan
7/11/2024,East,Monitor,6,100.75,Store A,Wholesale,0.1,Frank,544.05,Credit Card,FREESHIP,0,REG101247,Cust 8095,12.98,7/11/2024,7/14/2024,Eric
1/27/2025,North,Tablet,8,352.72,Store C,Retail,0.05,Carlos,2680.672,Cash,,0,REG101248,Cust 2435,30.8,1/27/2025,2/4/2025,Ryan
11/26/2023,East,Laptop,9,526.26,Store B,Retail,0,Bob,4736.34,Cash,FREESHIP,0,REG101249,Cust 6785,15.47,11/26/2023,12/6/2023,Eric
6/2/2024,Central,Printer,18,519.42,Store C,Retail,0.15,Eva,7947.126,Cash,WINTER15,0,REG101250,Cust 6485,32.96,6/2/2024,6/4/2024,Cameron
1/17/2023,North,Chair,18,108.46,Store D,Wholesale,0.05,Frank,1854.666,Online,SAVE10,0,REG101251,Cust 6960,10.72,1/17/2023,1/24/2023,Ryan
5/3/2025,North,Desk,13,420.68,Store D,Wholesale,0.05,Frank,5195.398,Online,,0,REG101252,Cust 1135,24.51,5/3/2025,5/11/2025,Ryan
1/5/2025,North,Printer,17,5.91,Store A,Wholesale,0.15,Eva,85.3995,Online,SAVE10,0,REG101253,Cust 6186,44.85,1/5/2025,1/13/2025,Ryan
2/20/2024,East,Phone,4,452.77,Store B,Retail,0,Diana,1811.08,Debit Card,SAVE10,0,REG101254,Cust 8828,32.01,2/20/2024,3/1/2024,Eric
12/26/2023,North,Monitor,7,157,Store A,Wholesale,0.15,Alice,934.15,Online,SAVE10,1,REG101255,Cust 9097,39.72,12/26/2023,1/4/2024,Ryan
3/7/2023,North,Printer,11,550.86,Store C,Retail,0.1,Bob,5453.514,Online,FREESHIP,0,REG101256,Cust 4744,21.82,3/7/2023,3/12/2023,Ryan
9/13/2024,North,Chair,5,172.65,Store C,Wholesale,0.15,Alice,733.7625,Cash,SAVE10,0,REG101257,Cust 4287,28.3,9/13/2024,9/22/2024,Ryan
1/2/2024,East,Tablet,16,145.3,Store B,Wholesale,0,Eva,2324.8,Credit Card,FREESHIP,1,REG101258,Cust 2236,29.64,1/2/2024,1/12/2024,Eric
2/8/2025,South,Printer,10,67.38,Store C,Retail,0.1,Diana,606.42,Gift Card,FREESHIP,1,REG101259,Cust 5312,20.58,2/8/2025,2/18/2025,Sophie
3/4/2025,South,Printer,15,141.13,Store D,Wholesale,0,Carlos,2116.95,Cash,SAVE10,0,REG101260,Cust 5096,19.63,3/4/2025,3/12/2025,Sophie
3/12/2024,Central,Tablet,1,534.61,Store D,Retail,0.05,Frank,507.8795,Online,SAVE10,0,REG101261,Cust 1162,22.68,3/12/2024,3/21/2024,Cameron
7/3/2024,East,Phone,9,560.04,Store D,Retail,0.05,Carlos,4788.342,Gift Card,WINTER15,0,REG101262,Cust 1669,22.81,7/3/2024,7/7/2024,Eric
1/5/2025,North,Laptop,8,275.32,Store D,Retail,0.1,Diana,1982.304,Cash,SAVE10,0,REG101263,Cust 6213,18.26,1/5/2025,1/13/2025,Ryan
3/21/2024,East,Phone,3,105.73,Store D,Retail,0.05,Bob,301.3305,Debit Card,FREESHIP,1,REG101264,Cust 7659,12.12,3/21/2024,3/28/2024,Eric
3/28/2025,Central,Monitor,15,568.81,Store D,Retail,0.1,Frank,7678.935,Gift Card,,0,REG101265,Cust 2894,8.54,3/28/2025,4/3/2025,Cameron
4/13/2025,Central,Laptop,20,190.39,Store B,Retail,0.1,Bob,3427.02,Gift Card,SAVE10,0,REG101266,Cust 1457,49.93,4/13/2025,4/18/2025,Cameron
4/30/2024,West,Chair,19,433.39,Store C,Retail,0.05,Bob,7822.6895,Online,WINTER15,0,REG101267,Cust 2410,7.59,4/30/2024,5/9/2024,Wendy
2/15/2025,South,Phone,1,92.72,Store C,Wholesale,0.15,Eva,78.812,Debit Card,WINTER15,0,REG101268,Cust 4723,48.46,2/15/2025,2/19/2025,Sophie
2/18/2025,West,Laptop,1,263.28,Store D,Wholesale,0.1,Eva,236.952,Credit Card,SAVE10,0,REG101269,Cust 1586,36.28,2/18/2025,2/23/2025,Wendy
9/8/2023,West,Phone,11,358.59,Store B,Wholesale,0,Frank,3944.49,Credit Card,,0,REG101270,Cust 5049,29.19,9/8/2023,9/10/2023,Wendy
2/4/2024,Central,Tablet,18,595.53,Store B,Retail,0,Frank,10719.54,Cash,WINTER15,0,REG101271,Cust 9534,42.91,2/4/2024,2/6/2024,Cameron
11/25/2024,North,Monitor,14,574.32,Store D,Wholesale,0.15,Diana,6834.408,Credit Card,SAVE10,0,REG101272,Cust 5693,12.07,11/25/2024,12/5/2024,Ryan
12/30/2024,North,Laptop,18,444.13,Store D,Retail,0,Frank,7994.34,Cash,SAVE10,0,REG101273,Cust 6950,5.41,12/30/2024,1/2/2025,Ryan
9/5/2023,West,Tablet,19,431.47,Store A,Retail,0.1,Eva,7378.137,Gift Card,WINTER15,0,REG101274,Cust 7098,49.23,9/5/2023,9/10/2023,Wendy
8/1/2023,West,Printer,19,67.49,Store C,Retail,0,Frank,1282.31,Debit Card,SAVE10,0,REG101275,Cust 8300,32.04,8/1/2023,8/11/2023,Wendy
1/6/2023,Central,Tablet,11,25.67,Store C,Retail,0.15,Carlos,240.0145,Credit Card,SAVE10,0,REG101276,Cust 9557,30.12,1/6/2023,1/8/2023,Cameron
5/2/2025,Central,Phone,4,368.69,Store D,Wholesale,0,Diana,1474.76,Gift Card,WINTER15,0,REG101277,Cust 8787,48.57,5/2/2025,5/6/2025,Cameron
12/21/2023,West,Monitor,7,257.01,Store D,Retail,0.05,Eva,1709.1165,Credit Card,,0,REG101278,Cust 9717,35.52,12/21/2023,12/28/2023,Wendy
9/10/2024,East,Laptop,14,85.54,Store B,Wholesale,0,Frank,1197.56,Gift Card,FREESHIP,0,REG101279,Cust 2719,16.08,9/10/2024,9/14/2024,Eric
4/5/2024,Central,Chair,9,267.6,Store D,Retail,0.15,Eva,2047.14,Credit Card,FREESHIP,0,REG101280,Cust 6203,8.48,4/5/2024,4/10/2024,Cameron
7/26/2023,East,Desk,15,261.85,Store D,Wholesale,0.15,Diana,3338.5875,Online,SAVE10,0,REG101281,Cust 9151,40.68,7/26/2023,7/31/2023,Eric
